Date,Water_level,Water_temp
01/01/2015,267,3.8
02/01/2015,265,3
03/01/2015,257,3
04/01/2015,246,2.5
05/01/2015,238,2
06/01/2015,228,2
07/01/2015,215,1.5
08/01/2015,208,1.5
09/01/2015,200,1.5
10/01/2015,190,1.5
11/01/2015,192,1.5
12/01/2015,189,1.5
13/01/2015,192,1.7
14/01/2015,196,1.7
15/01/2015,203,2
16/01/2015,213,2.2
17/01/2015,239,2.2
18/01/2015,258,2.2
19/01/2015,280,2.2
20/01/2015,296,2.5
21/01/2015,300,2.5
22/01/2015,304,2.2
23/01/2015,306,2.5
24/01/2015,308,2.5
25/01/2015,315,2.5
26/01/2015,322,3
27/01/2015,332,3
28/01/2015,344,3.3
29/01/2015,360,3.3
30/01/2015,373,3.8
31/01/2015,390,3.8
01/02/2015,394,4.4
02/02/2015,399,4.8
03/02/2015,400,4.8
04/02/2015,402,4.8
05/02/2015,402,4.8
06/02/2015,404,4.8
07/02/2015,404,4.6
08/02/2015,405,4.6
09/02/2015,404,4
10/02/2015,404,4
11/02/2015,402,3.4
12/02/2015,400,3.4
13/02/2015,398,3
14/02/2015,395,3
15/02/2015,385,3
16/02/2015,373,3.3
17/02/2015,363,3.3
18/02/2015,357,2.7
19/02/2015,347,2.7
20/02/2015,336,2.7
21/02/2015,326,2.7
22/02/2015,320,3
23/02/2015,315,3.2
24/02/2015,305,3.2
25/02/2015,294,3.2
26/02/2015,290,4.5
27/02/2015,290,4.5
28/02/2015,289,4
01/03/2015,290,4.5
02/03/2015,295,4.5
03/03/2015,301,5
04/03/2015,310,5.5
05/03/2015,320,5.8
06/03/2015,327,6
07/03/2015,337,5.8
08/03/2015,347,5.5
09/03/2015,357,5.8
10/03/2015,367,5.8
11/03/2015,380,5.8
12/03/2015,390,6
13/03/2015,400,6
14/03/2015,408,6
15/03/2015,414,6.3
16/03/2015,415,6.3
17/03/2015,418,6.3
18/03/2015,420,6.5
19/03/2015,421,6.5
20/03/2015,421,6.5
21/03/2015,419,6.5
22/03/2015,417,6.5
23/03/2015,410,6.8
24/03/2015,404,7.2
25/03/2015,398,7.2
26/03/2015,390,7.5
27/03/2015,380,8.2
28/03/2015,370,8.2
29/03/2015,366,8.2
30/03/2015,365,9
31/03/2015,364,9
01/04/2015,365,9.4
02/04/2015,366,9.4
03/04/2015,367,10
04/04/2015,367,10
05/04/2015,367,10
06/04/2015,367,10
07/04/2015,370,10
08/04/2015,381,9.5
09/04/2015,384,9
10/04/2015,388,9
11/04/2015,395,9.5
12/04/2015,398,9.5
13/04/2015,398,10
14/04/2015,398,10
15/04/2015,398,10
16/04/2015,397,11.6
17/04/2015,394,11.6
18/04/2015,390,12
19/04/2015,385,12
20/04/2015,380,12
21/04/2015,376,12.5
22/04/2015,370,12
23/04/2015,367,12
24/04/2015,364,12.2
25/04/2015,362,12.2
26/04/2015,360,12.5
27/04/2015,358,13
28/04/2015,355,13.5
29/04/2015,353,14
30/04/2015,350,14
01/05/2015,347,14.5
02/05/2015,344,15.5
03/05/2015,337,15.5
04/05/2015,330,15.5
05/05/2015,320,15.5
06/05/2015,310,16
07/05/2015,300,16.5
08/05/2015,295,16.5
09/05/2015,295,16.5
10/05/2015,298,17.5
11/05/2015,300,18.2
12/05/2015,302,18.2
13/05/2015,305,18.3
14/05/2015,308,19
15/05/2015,312,19
16/05/2015,317,19
17/05/2015,320,19.5
18/05/2015,323,19.5
19/05/2015,323,19.5
20/05/2015,320,19.5
21/05/2015,310,19.5
22/05/2015,302,20
23/05/2015,290,20
24/05/2015,280,20.5
25/05/2015,275,21
26/05/2015,272,22
27/05/2015,270,22
28/05/2015,265,21.8
29/05/2015,265,21.8
30/05/2015,270,21
31/05/2015,285,21
01/06/2015,308,21.2
02/06/2015,330,21.2
03/06/2015,346,21.5
04/06/2015,356,21.5
05/06/2015,366,21.5
06/06/2015,374,21.5
07/06/2015,380,21.5
08/06/2015,385,21.5
09/06/2015,389,21.5
10/06/2015,390,21.5
11/06/2015,388,21.5
12/06/2015,378,21.5
13/06/2015,360,21.5
14/06/2015,340,21.5
15/06/2015,313,23
16/06/2015,288,23
17/06/2015,268,23
18/06/2015,250,23.5
19/06/2015,240,23.5
20/06/2015,230,23.5
21/06/2015,221,23.5
22/06/2015,219,23.5
23/06/2015,221,23
24/06/2015,222,23
25/06/2015,222,23.5
26/06/2015,222,23.5
27/06/2015,220,23.5
28/06/2015,216,23.5
29/06/2015,214,23.5
30/06/2015,214,23.5
01/07/2015,214,23.5
02/07/2015,214,23.5
03/07/2015,214,23.5
04/07/2015,218,24
05/07/2015,218,24
06/07/2015,225,24
07/07/2015,225,24
08/07/2015,215,24
09/07/2015,210,25
10/07/2015,205,25
11/07/2015,200,25.4
12/07/2015,195,25.4
13/07/2015,190,25.5
14/07/2015,183,25.5
15/07/2015,176,25.5
16/07/2015,170,25.5
17/07/2015,166,25.5
18/07/2015,162,25.5
19/07/2015,158,25.5
20/07/2015,158,26
21/07/2015,155,26
22/07/2015,150,27
23/07/2015,148,27
24/07/2015,145,27
25/07/2015,140,27
26/07/2015,135,28
27/07/2015,130,28
28/07/2015,126,28
29/07/2015,123,28.2
30/07/2015,120,28.2
31/07/2015,116,28.2
01/08/2015,110,28.2
02/08/2015,114,27.5
03/08/2015,114,27
04/08/2015,114,27
05/08/2015,100,27
06/08/2015,70,27
07/08/2015,70,27
08/08/2015,75,27.3
09/08/2015,80,27.3
10/08/2015,75,27
11/08/2015,73,27
12/08/2015,80,27
13/08/2015,80,27
14/08/2015,77,27
15/08/2015,76,27
16/08/2015,72,27
17/08/2015,71,27.5
18/08/2015,70,27.5
19/08/2015,75,27
20/08/2015,79,26
21/08/2015,89,26
22/08/2015,84,25.8
23/08/2015,70,25
24/08/2015,67,24.5
25/08/2015,64,23
26/08/2015,64,23
27/08/2015,63,23
28/08/2015,63,23.8
29/08/2015,66,23.8
30/08/2015,69,24
31/08/2015,73,25
01/09/2015,79,25
02/09/2015,82,25
03/09/2015,85,25
04/09/2015,82,25
05/09/2015,78,26
06/09/2015,70,26
07/09/2015,65,26
08/09/2015,60,26
09/09/2015,55,25.5
10/09/2015,53,25.5
11/09/2015,50,25
12/09/2015,50,24.5
13/09/2015,57,24
14/09/2015,61,23
15/09/2015,65,23
16/09/2015,65,21
17/09/2015,70,21
18/09/2015,75,21
19/09/2015,82,21
20/09/2015,82,21
21/09/2015,85,22
22/09/2015,80,22
23/09/2015,70,22
24/09/2015,67,22
25/09/2015,63,22
26/09/2015,60,22
27/09/2015,55,22
28/09/2015,50,22
29/09/2015,50,22
30/09/2015,49,20
01/10/2015,54,20
02/10/2015,57,18.5
03/10/2015,65,19
04/10/2015,60,19
05/10/2015,66,18.5
06/10/2015,70,18
07/10/2015,67,18
08/10/2015,74,18
09/10/2015,77,18
10/10/2015,81,18
11/10/2015,86,18
12/10/2015,100,17.5
13/10/2015,121,16
14/10/2015,120,16
15/10/2015,120,16
16/10/2015,90,14.5
17/10/2015,87,14
18/10/2015,90,14
19/10/2015,97,14
20/10/2015,107,14.2
21/10/2015,120,14.2
22/10/2015,130,14.2
23/10/2015,148,14.5
24/10/2015,162,14.5
25/10/2015,175,14.5
26/10/2015,200,14.5
27/10/2015,200,14.2
28/10/2015,209,14
29/10/2015,210,13.7
30/10/2015,218,13
31/10/2015,224,13
01/11/2015,228,12.5
02/11/2015,220,12
03/11/2015,207,11.5
